site,cell,PHASE,technology,2G status,3G status,ZTE CLUSTER SEQUENCE,VENDOR,AZIMUTH,LAT,LONG
CHH6477,CHH6477C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,265,27.8477,68.8053
HGW6036,HGW6036A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,60,27.7469,69.0329
HGW6036,HGW6036B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,190,27.7469,69.0329
HGW6036,HGW6036C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,290,27.7469,69.0329
HGW6308,HGW6308A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,40,27.7808,69.1363
HGW6308,HGW6308B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,180,27.7808,69.1363
HGW6308,HGW6308C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,300,27.7808,69.1363
HGW6310,HGW6310A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,120,27.7584,68.7492
HGW6310,HGW6310B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,220,27.7584,68.7492
HGW6310,HGW6310C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,360,27.7584,68.7492
HGW6489,HGW6489A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,15,27.7613,69.062
HGW6489,HGW6489B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,150,27.7613,69.062
HGW6489,HGW6489C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,235,27.7613,69.062
HGW7510,HGW7510A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,70,27.5562,68.5542
HGW7510,HGW7510B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,230,27.5562,68.5542
HGW7510,HGW7510C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,340,27.5562,68.5542
KAD6635,KAD6635A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,0,27.419,68.4348
KAD6635,KAD6635B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,120,27.419,68.4348
KAD6635,KAD6635C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,250,27.419,68.4348
KAD6636,KAD6636A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,50,27.4627,68.4616
KAD6636,KAD6636B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,160,27.4627,68.4616
KAD6636,KAD6636C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,280,27.4627,68.4616
KAD6637,KAD6637A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,5,27.4988,68.4923
KAD6637,KAD6637B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,110,27.4988,68.4923
KAD6637,KAD6637C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,280,27.4988,68.4923
KMM5819,KMM5819A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,70,27.7096,68.6671
KMM5819,KMM5819B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.7096,68.6671
KMM5819,KMM5819C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.7096,68.6671
KMM7082,KMM7082A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,20,27.6507,68.6768
KMM7082,KMM7082B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,210,27.6507,68.6768
KMM7082,KMM7082C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,310,27.6507,68.6768
KPU0369,KPU0369A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,20,27.5397,68.7502
KPU0369,KPU0369B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,150,27.5397,68.7502
KPU0369,KPU0369C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,270,27.5397,68.7502
KPU5417,KPU5417A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,50,27.5145,68.7422
KPU5417,KPU5417B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,200,27.5145,68.7422
KPU5417,KPU5417C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,320,27.5145,68.7422
KPU5448,KPU5448A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,35,27.5216,68.7532
KPU5448,KPU5448B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,175,27.5216,68.7532
KPU5448,KPU5448C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,305,27.5216,68.7532
KPU5801,KPU5801A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,60,27.5281,68.7604
KPU5801,KPU5801B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5281,68.7604
KPU5801,KPU5801C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,305,27.5281,68.7604
KPU5802,KPU5802A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,20,27.5333,68.7599
KPU5802,KPU5802B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,120,27.5333,68.7599
KPU5802,KPU5802C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,240,27.5333,68.7599
KPU5802,KPU5802D,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,310,27.5333,68.7599
KPU6271,KPU6271A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,70,27.4925,68.7583
KPU6271,KPU6271B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,195,27.4925,68.7583
KPU6271,KPU6271C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,330,27.4925,68.7583
KPU6309,KPU6309A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,60,27.5276,68.736
KPU6309,KPU6309B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,190,27.5276,68.736
KPU6309,KPU6309C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,295,27.5276,68.736
KPU6536,KPU6536A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,60,27.5191,68.7424
KPU6536,KPU6536B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5191,68.7424
KPU6536,KPU6536C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,290,27.5191,68.7424
KPU6867,KPU6867A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,70,27.5232,68.759
KPU6867,KPU6867B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5232,68.759
KPU6867,KPU6867C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,315,27.5232,68.759
KPU6868,KPU6868A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,60,27.5237,68.7367
KPU6868,KPU6868B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,200,27.5237,68.7367
KPU6868,KPU6868C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,300,27.5237,68.7367
KPU6896,KPU6896A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,60,27.5296,68.7539
KPU6896,KPU6896B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5296,68.7539
KPU6896,KPU6896C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,300,27.5296,68.7539
KPU7005,KPU7005A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,30,27.5487,68.7579
KPU7005,KPU7005B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,150,27.5487,68.7579
KPU7005,KPU7005C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,310,27.5487,68.7579
KPU7018,KPU7018A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,55,27.5307,68.7643
KPU7018,KPU7018B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5307,68.7643
KPU7018,KPU7018C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,305,27.5307,68.7643
NPR6658,NPR6658A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,30,27.546,68.6047
NPR6658,NPR6658B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,140,27.546,68.6047
NPR6658,NPR6658C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,295,27.546,68.6047
NPR6659,NPR6659A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,35,27.5187,68.5739
NPR6659,NPR6659B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,150,27.5187,68.5739
NPR6659,NPR6659C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,285,27.5187,68.5739
PAQ0373,PAQ0373A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,50,27.8537,69.1026
PAQ0373,PAQ0373B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,160,27.8537,69.1026
PAQ0373,PAQ0373C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,290,27.8537,69.1026
PAQ5745,PAQ5745A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,60,27.8289,69.1386
PAQ5745,PAQ5745B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,180,27.8289,69.1386
PAQ5745,PAQ5745C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,290,27.8289,69.1386
PAQ5769,PAQ5769A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,60,27.8602,69.1088
PAQ5769,PAQ5769B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,180,27.8602,69.1088
PAQ5769,PAQ5769C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,280,27.8602,69.1088
PAQ5770,PAQ5770A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,60,27.852,69.1116
PAQ5770,PAQ5770B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,180,27.852,69.1116
PAQ5770,PAQ5770C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,280,27.852,69.1116
PAQ5770,PAQ5770D,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,350,27.852,69.1116
PAQ5857,PAQ5857A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,80,27.8078,69.1324
PAQ5857,PAQ5857B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,180,27.8078,69.1324
PAQ5857,PAQ5857C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,300,27.8078,69.1324
PAQ6303,PAQ6303A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,70,27.8601,69.07
PAQ6303,PAQ6303B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,175,27.8601,69.07
PAQ6303,PAQ6303C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,305,27.8601,69.07
PAQ6304,PAQ6304A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,80,27.8333,69.1468
PAQ6304,PAQ6304B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,220,27.8333,69.1468
PAQ6304,PAQ6304C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,300,27.8333,69.1468
PAQ6548,PAQ6548A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,50,27.8662,69.1205
PAQ6548,PAQ6548B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,205,27.8662,69.1205
PAQ6548,PAQ6548C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,300,27.8662,69.1205
PAQ6785,PAQ6785A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,65,27.8552,69.1111
PAQ6785,PAQ6785B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,190,27.8552,69.1111
PAQ6785,PAQ6785C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,290,27.8552,69.1111
PAQ7065,PAQ7065A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,45,27.8607,69.1138
PAQ7065,PAQ7065B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,120,27.8607,69.1138
PAQ7065,PAQ7065C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,200,27.8607,69.1138
PAQ7065,PAQ7065D,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,330,27.8607,69.1138
PAQ7075,PAQ7075A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,80,27.8418,69.1104
PAQ7075,PAQ7075B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,180,27.8418,69.1104
PAQ7075,PAQ7075C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,310,27.8418,69.1104
PAQ8888,PAQ8888A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,40,27.8008,69.1135
PAQ8888,PAQ8888B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,150,27.8008,69.1135
PAQ8888,PAQ8888C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,230,27.8008,69.1135
PJT6148,PJT6148A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,30,27.5871,68.6153
PJT6148,PJT6148B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5871,68.6153
PJT6148,PJT6148C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,270,27.5871,68.6153
PJT6149,PJT6149A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,60,27.5946,68.6234
PJT6149,PJT6149B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,180,27.5946,68.6234
PJT6149,PJT6149C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,280,27.5946,68.6234
PJT6162,PJT6162A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,50,27.6107,68.651
PJT6162,PJT6162B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,150,27.6107,68.651
PJT6162,PJT6162C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,280,27.6107,68.651
PJT6857,PJT6857A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,130,27.5902,68.6209
PJT6857,PJT6857B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,265,27.5902,68.6209
PJT6857,PJT6857C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_2_Khairpur,ZTE,345,27.5902,68.6209
PRL5732,PRL5732A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.6428,68.7283
PRL5732,PRL5732B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,140,27.6428,68.7283
PRL5732,PRL5732C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,260,27.6428,68.7283
PRL5827,PRL5827A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,75,27.6456,68.7154
PRL5827,PRL5827B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,250,27.6456,68.7154
PRL5827,PRL5827C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,360,27.6456,68.7154
SPW7088,SPW7088A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,35,27.8227,69.0238
SPW7088,SPW7088B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,220,27.8227,69.0238
SPW7088,SPW7088C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,345,27.8227,69.0238
STP7072,STP7072A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,70,27.7838,69.1809
STP7072,STP7072B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,160,27.7838,69.1809
STP7072,STP7072C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_9_Pano Aqal,ZTE,310,27.7838,69.1809
SUK0331,SUK0331A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6948,68.8623
SUK0331,SUK0331B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6948,68.8623
SUK0331,SUK0331C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6948,68.8623
SUK0332,SUK0332A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,85,27.6994,68.8766
SUK0332,SUK0332B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6994,68.8766
SUK0332,SUK0332C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6994,68.8766
SUK0481,SUK0481A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,70,27.6884,68.8897
SUK0481,SUK0481B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,210,27.6884,68.8897
SUK0481,SUK0481C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,350,27.6884,68.8897
SUK0790,SUK0790A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6928,68.8712
SUK0790,SUK0790B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6928,68.8712
SUK0790,SUK0790C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6928,68.8712
SUK0795,SUK0795A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7166,68.8391
SUK0795,SUK0795B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,200,27.7166,68.8391
SUK0795,SUK0795C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.7166,68.8391
SUK5340,SUK5340A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.7036,68.8609
SUK5340,SUK5340B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.7036,68.8609
SUK5340,SUK5340C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.7036,68.8609
SUK5393,SUK5393A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,75,27.695,68.8587
SUK5393,SUK5393B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.695,68.8587
SUK5393,SUK5393C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,290,27.695,68.8587
SUK5669,SUK5669A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6936,68.8565
SUK5669,SUK5669B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6936,68.8565
SUK5669,SUK5669C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6936,68.8565
SUK5670,SUK5670A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6877,68.8972
SUK5670,SUK5670B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,170,27.6877,68.8972
SUK5670,SUK5670C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,305,27.6877,68.8972
SUK5671,SUK5671A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7025,68.853
SUK5671,SUK5671B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,170,27.7025,68.853
SUK5671,SUK5671C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.7025,68.853
SUK5722,SUK5722A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,45,27.7066,68.8585
SUK5722,SUK5722B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.7066,68.8585
SUK5722,SUK5722C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,310,27.7066,68.8585
SUK5839,SUK5839A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.682,68.8904
SUK5839,SUK5839B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.682,68.8904
SUK5839,SUK5839C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.682,68.8904
SUK5925,SUK5925A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,80,27.6988,68.8575
SUK5925,SUK5925B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,190,27.6988,68.8575
SUK5925,SUK5925C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,310,27.6988,68.8575
SUK5926,SUK5926A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,55,27.6931,68.8668
SUK5926,SUK5926B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6931,68.8668
SUK5926,SUK5926C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6931,68.8668
SUK5927,SUK5927A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6955,68.8755
SUK5927,SUK5927B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,190,27.6955,68.8755
SUK5927,SUK5927C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,290,27.6955,68.8755
SUK5996,SUK5996A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.7082,68.8769
SUK5996,SUK5996B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.7082,68.8769
SUK5996,SUK5996C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.7082,68.8769
SUK5997,SUK5997A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,65,27.6981,68.8624
SUK5997,SUK5997B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6981,68.8624
SUK5997,SUK5997C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6981,68.8624
SUK5998,SUK5998A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7215,68.8281
SUK5998,SUK5998B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.7215,68.8281
SUK5998,SUK5998C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,295,27.7215,68.8281
SUK5999,SUK5999A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.7034,68.8813
SUK5999,SUK5999B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.7034,68.8813
SUK5999,SUK5999C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.7034,68.8813
SUK6126,SUK6126A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7078,68.845
SUK6126,SUK6126B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.7078,68.845
SUK6126,SUK6126C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,290,27.7078,68.845
SUK6127,SUK6127A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7149,68.8541
SUK6127,SUK6127B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.7149,68.8541
SUK6127,SUK6127C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.7149,68.8541
SUK6486,SUK6486A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6912,68.862
SUK6486,SUK6486B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,175,27.6912,68.862
SUK6486,SUK6486C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6912,68.862
SUK6487,SUK6487A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7312,68.8219
